So ya my ITunes is in Japanese???n@applen#lostasamothafucka,irrelevant
@GuySie Heb je gisteren Tros Radar gezien over Apple. Garantie werd niet nagekomen door @Apple en devices zeer snel kapot.,irrelevant
Las aplicaciones mu00e1s populares para iPhone (vu00eda AppleWeblog) http://t.co/m68Tzn1K #iphone @apple,irrelevant
"@Twitter CEO @DickC on @Apple, Privacy, Free Speech and @Google; Far From IPO http://t.co/ztq9Sx7x",irrelevant
@Karofsky @Apple  how's that pear coming? oops i mmeant apple!,irrelevant
"Por cierto @Apple, me sigue gustando mas MobileMe que iCloud. La sincronizaciu00f3n de mis ordenadores, la gestiu00f3n de carpetas... nada que ver.",irrelevant
"u062cu0647u0627u0632 u0645u0646 u0643u0644 u062bu0644u0627u062bu0647 u062au062du0645u0644 iOS 5n""@TechCrunch: iOS 5 Already Installed On 1 In 3 Eligible Devices http://t.co/2Hijv2LK by @grg"""" @apple @ios5""",irrelevant
"@Apple podru00eda lanzar un #iPad Mini en el 2012, segu00fan los u00faltimos rumores. http://t.co/3mkPJTFX",irrelevant
Viens de tester #ios5 sur un 3GS et franchement c'est pas mal du tout ! @apple,irrelevant
http://t.co/k8RQwXty npara que descargues apps para tu dispositivo #iOS de @Apple.,irrelevant
"Por fin Adobe para #iOS, al parecer @Apple se reconcilia en esta nueva gestiu00f3n.",irrelevant
Lekkere garantie volgens #radar bij @apple. #Ned1,irrelevant
En la tienda de @Apple WoooooW Que legado dejaste #SteveJobs iAdmire U. Estu00e1 Repletoooo iFull LOL,irrelevant
"querida @apple, atu00e9 quando o steve vai ficar na sua pagina inicial?",irrelevant
"@MissHell23 Umm, pretty sure I typed @Apple, not you, but okies, why'd you do it, then? *grin*",irrelevant
@pnt21 u30c9u30f3u30deu30a4u30fc@(u30fbu25cfu30fb)@Appleu793eu4fddu8a3cu8584u3044u304bu3089u6c17u3092u3064u3051u3066u306d,irrelevant
"#MobileMe, #iCloud, #AppleID... cu00f3mo sobrevivir a la transiciu00f3n de las cuentas de @Apple http://t.co/3lMPiCjK",irrelevant
@Bonita1108 es pura envidia xq @Apple no te ha regalado nada con o sin fallas #VivaBlackBerry,irrelevant
&gt; 4 mln iPhones verkocht in eerste weekend: http://t.co/1pPZz1oX (via @apple),irrelevant
&gt; 4 mln iPhones verkocht in eerste weekend: http://t.co/OP26muCr (via @apple),irrelevant
RT @BikerVox: http://t.co/EVItL2eO @KentStoffels @MArioMUssolini @iOS_Notch @Apple,irrelevant
Resultado de ventas de @apple 4millones de #iPhone4s vendidos,irrelevant
@hervepierre mdr! ouais une mauvaise expu00e9rience avec les vendeurs @Apple store m'a fait hair l'iphone ;),irrelevant
"bagi yg acc USnya di disabled sama apple,email aja itunes store supportnya minta di re enabled laginiTunesStoreSupport@apple.com",irrelevant
"#epicfail @apple bij upgraden naar IOS5 instellingen kwijt en ebooks verloren. het kost me dus geld zo'n upgrade, WAARDELOOS!",irrelevant
"Hey @apple , je sais que tu es encore un peu remuu00e9, mais tu pourrais ajouter le verbe avoir u00e0 ton dictionnaire ?",irrelevant
@chachasikes @iphone @apple on the iphone4s???,irrelevant
u8ffdu60bcu30b8u30e7u30d6u30bau6c0fu2026@Apple Store#fb  http://t.co/V07PBNdP,irrelevant
Como puedo checar mi correo si tengo cuenta @apple.com?? :S osea no q onda con eso!! jajaja,irrelevant
This Moment w/ @Shyah & @DianiGroves is brought to you by @NBA @Apple @Riesling oh and http://t.co/tmQ50JRU,irrelevant
@chefreggie06 @rolandsmartin @Apple get ready Tampa Bay the Martin's are coming to town! Bring it on Buccaneers!,irrelevant
@heidiknyc @apple @Badog420 Cute dinner when ur back from shanghai xx,irrelevant
@apple - dette blir for dumt. http://t.co/zqKMkq91,irrelevant
ninguem desliga o 3g do celular -.- u201c@giuchavez: Olha aqui @apple: na proxima atualizau00e7ao eu quero um atalho pra ligar/desligar a 3g Ok ...,irrelevant
@Apple et je devrais arru00eater de vous glorifier et u00e7a c'est pas cool...,irrelevant
yo @Apple va falloir faire quelque chose pour l'app vidu00e9o. Le fait de pas pouvoir laisser la vidu00e9o jouer en faisant autre chose &lt;  diarrhu00e9e.,irrelevant
O #itunes acaba de me avisar q esta disponu00edvel a versu00e3o 5 pra atualizar meu #Iphone 4. Como nu00e3o cair de amores pela @apple e #SteveJobs ?!!,irrelevant
@apple pratet om en versjon av iPod touch til barn. De ombestemte seg da tittelen nu00e6rmet seg #iTouch Kids.,irrelevant
interesante por decirlo menos sabes que la cu00e1mara del #iphone4s le pertenece a #sony ... mmm ojalu00e1 ande bien y no sea mala jugada de @apple,irrelevant
"Oja, ik ben gelijk al mijn apps kwijt bedankt @apple .",irrelevant
@ChArEnCe RaMoS @apple jane @heiMachO @tintin_Julielmo new followers..:) na follow back ko na po kayo..:),irrelevant
[iPad] iPad 1. Generation generalu00fcberholt ab 389 u20ac @Apple: Der Tablet von Apple bleibt weiterhin recht preisstab... http://t.co/h8ANhAVu,irrelevant
Kan @Apple de #tekstaanvulling op #iphone en #ipad niet omdraaien? #eigenteksteerst #weetapplehetaltijdbeter,irrelevant
[iPad] iPad 1. Generation generalu00fcberholt ab 389 u20ac @Apple http://t.co/tOv1xKQ8,irrelevant
Gostaria de deixar aqui registrado meu agradecimento a @apple por preservar meu sono. As notificau00e7u00f5es do iOS5 nu00e3o apitam na madrugada ;-),irrelevant
ASSISTINDO O FILME CHAPA!! PIRATAS DA INFORMu00c1TICA  ESSE FILME E FODA VIVA @APPLE,irrelevant
iphoneu884cu5217u4e26u3093u3060u30fc@apple storeu9280u5ea7 u3069u306eu304fu3089u3044u304bu304bu308bu304bu306du300216Gu3057u304bu306au3044u305du3046u3067u3059u3002,irrelevant
Causando na loja da @apple,irrelevant
Find more the best Angel Christmas Tree O http://t.co/d5G1rY5d@Starfrit @Apple @Peeler,irrelevant
Find more the best Cyst On Knee deal.Check price of best Cyst On Knee and offers now. http://t.co/qzYnNuvI@Automatic @Apple,irrelevant
Do not check other site for Uhmw Conveyor.Now you go best site of Uhmw Conveyor. http://t.co/8RMV5D2q@9 @Pin @Cable @Apple,irrelevant
"RT @ThBenkoe: hey @apple! dass man selektiv keine einzelnen fotos (peinliche, u00fcberflu00fcssige etc.) aus dem fotostream lu00f6schen kann, ist do ...",irrelevant
Hello you are find Mesh Jacket Motorcycle? Our site have more Mesh http://t.co/tYg4Ualc@Ace @Hardware @Apple @Pee,irrelevant
to reiniciando meu computador. u00f3 as idu00e9ia @apple,irrelevant
Buy more products of Hemp Jewelry Instructions now.Free ship http://t.co/928bPS4t@Lehmans @Apple @Peeler,irrelevant
@rogriffo VC Viu ontem A @Apple Estava dando IPhone 3 No Site dos estados Unidos,irrelevant
Today very cheap for Hemp For Fuel.And Free shipping for Hemp For Fuel too. http://t.co/8gyJLbMW@Farberware @Apple @Peeler,irrelevant
RT @cjwallace03: So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. W ...,negative
"@mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..",negative
THiS IS WHAT WiLL KiLL APPLE http://t.co/72Jw4z5c RiP @APPLE,negative
@apple why my tunes no go on my iPhone? iPhone lonely without them. silly #iOS5,negative
@apple needs to hurry up and release #iTunesMatch,negative
Why is  #Siri always down @apple,negative
I just need to exchange a cord at the apple store why do I have to wait for a genius? @apple,negative
"@apple AirDrop #fail - Immediate ""declined your request."""" every time""",negative
good article about why @apple fucked it all up with lion and their future. http://t.co/zNDP9Vr6 #fb,negative
Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s,negative
FUCK YOU @apple DIE IN A FUCKING BLAZE INFERNO.,negative
@ryanbaldwin @apple So in iTunes I go Store -&gt; Authoriseu2026 why doesn't it just auto-authorise it when I sign into iTunes? Grrrr...,negative
"Seriously - I have absolutely no offing clue what @Apple means by ""authorization""""",negative
"shit, shit, shit. IOS5 update ate all my apps, data and media just like @apple said it would. This is going to take some time to rebuild.",negative
Dear @apple My new Air is now a notbook since your update killed #wifi #bug #destroying #productivity,negative
"I am so done with @Att and @apple 's profitering and lack of customer service, so fucking down with both!!!",negative
"You know @apple It's been almost a week since I paid for iTunes Match, I would really like to use it. Any ETA on a fix?",negative
removing all @apple shit.,negative
Gotta say the @Apple itouch iphone shuffle etc.. sound quality is AWFUL.. painfully crap. Its been a downgrade from @Sony sound quality wise,negative
"@bisquiat @Apple the upgrade just slows down my phone so much, it's stuck half the time. uch. thankfully no other damage. sucks for you :(",negative
Hey @apple now I have iOS5 my iPhone doesn't include songs that are on compilation albums under the artist's name. #whaddupwitdat,negative
@NickTheFNicon He can send but not rcve txts so he has an apt @apple at 4pm.Then he exclaims: And I waited a whole YEAR for this phone!!LMAO,negative
Total chaos at @apple store regent street. Like an Ethiopian feeding station. Can't believe this is same co. that makes all that cool shit.,negative
"@phxguy88 @Apple @BGR That's why all the ppl who stand in line for hrs to get the ""newest"""" model are suckers...""",negative
Would it kill @apple to put a braille type bump on their earbuds so we know which bud is R and L in the dark.,negative
@APPLE Wow @MOTOROLA Just crushed your dreams....,negative
"Oh, just fuck you, @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR",negative
"@apple, nNo, I won't wait until thursday for an available appointment just so a 'genius' can tell me I'm shit out of luck. #now",negative
"@Apple, on the #iPad with #iOS5, why has the Messages Icon been included when it can't be used?",negative
@Steelo254 yea! I pre-order through @apple and they sorry too just like #AT&T,negative
Interesting... @apple now requires you to have a reservation ?         #apple #iphone #4S    :  http://t.co/zZK4fTii,negative
"@apple, your new ""Save a Version"""" function in Pages is absolutely the most awful",negative
I hate my @apple computer.  Thats 3500 dollars down the drain.,negative
@apple my iPhone is charging very slowly!!!!!,negative
"@Apple #iOS5 gm on ipad1 is very slow wash better on beta7/8 solve this problem, or give me the ipad2",negative
"@Apple iTunes is the worst program ever. For such a great phone, you make some awful software.",negative
One would think the voice recognition on the @apple tech support line would work a little better.,negative
"@apple $319 to repair my iPad 2, Apple you've lost me and my $700 a year, Android here I come!",negative
"@azee1v1 @apple @umber Proper consolidation, proper syncing, stop losing my PURCHASED items, checkboxes that do what you think they will do.",negative
@AsimRang @apple @umber the desktop app is wack though,negative
Frustrated that I bought a new macbook pro from @apple only to find it doesnt ship with media! #expensivepaperweight,negative
Dear @apple. I had to turn off all those awesome featured you just enabled. Data plan can't handle it. 200 mb of data just because #,negative
@apple is there a problem with iOS 5 that is preventing audio apps and audio functions from operating properly? I keep losing sound.,negative
@apple #apple One thing I hater about this #mouse the #buttery finish so fast am not #happy now #macworld @macworld http://t.co/5Uh4a4Vt,negative
Wtf @apple 64 pages for the new terms & conditions when u update ur apps from the iTunes store. Do u really think we'll read em? Really???,negative
oh and prolly ganna be late to work bc @apple has screwed me and my phone has my only alarm on it,negative
Like @apple da fuck is this shit?  http://t.co/nb4DHlSg,negative
RT @CircusTK: I'm wit chu!! u201c@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my t ...,negative
"@apple, why is it every time there is iOS software update my iPad goes dead and I need to totally restore? #fail",negative
"@apple the reservation system not working, shows no products avail let alone iphone 4s I had the site open in 3 browsers at 9 PM and nothing",negative
RT @ShayDiddy: @CircusTK @ups @apple both of them are bs!!! How do u tell me go between a certain time ONLY and the muh fuh is closed!,negative
I'm wit chu!! u201c@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my time!u201d,negative
"ugh! @apple, youu2019re reservation page for the iPhone is NOT working.",negative
Issues with updating iTunes on my windows pc - they really are not compatible.... Sent more time talking to @Apple care than using it!!,negative
none of my apps work after the new ios from @apple. what do i do?!?,negative
@Wisconsin_Mommy @apple that's terrible!  I hope you get an apology!,negative
@zombiebomber have been on the phone with @verizonwireless and @apple pretty much ever since then. Really annoyed.,negative
"@chascouponmom @apple I get they are busy w/ the new phone, but I just wanted to buy a stylus. they made me wait forever outside & never",negative
"@apple @iphone Please deliver my daughter's i4s, she is driving me nuts #iphone",negative
Have never had such poor customer service at @Apple before! What happened? (@ Apple Store w/ 2 others) http://t.co/GKlXMUi6,negative
@hailfire101 @Irvysan They are... then @apple happened and snatched Siri so they could be douchebags and say 'it's ours!',negative
What was @apple thinking making #Siri totally dependent on a network connection? Siri + @ATT = utter frustration.,negative
Wow the Genius Bar Reservation Line @Apple is ridic right now - ___- I am not amused. #ugh,negative
An apple update has seemed to render my work machine incapable of opening HDV video. Thanks @Apple. Zero useful productivity today.,negative
@apple I committed to your cloud storage iDisk and now it's raining :-( so soon no more iDisk.  Any plans for a new service for storage?,negative
Hey @apple why can't I share a reminder list from my iPhone?nAlso why can't I login to the iCloud webpage to modify sharing from my phone?,negative
Apparently fuzzball crashes on #iOS5. Congratulations @apple on another incompatible upgrade,negative
could @apple lion please integrate vertical spaces in mission control. this horizontal business is making me nauseous,negative
Dear @apple: Why did all my PDFs and ePub files disappear from ibooks in my iPhone post ios5 upgrade? This hurts. #3GS #needsomethingtoread,negative
u201c@CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better.u201d &lt;&lt; check Settings: 8 times more App usage in iOS 5,negative
As a huge podcast fan - I really feel like @Apple dropped the ball on this one. http://t.co/wvzPrbCI via @Carrypad,negative
I don't really like Siri's voice. Perhaps @apple can get Star Wars voices just like @garmin http://t.co/pSUJg9pN,negative
"I really hate dealing with the brain dead people at the @apple store. For such good products, customer service sucks.",negative
"Updating to IOS5 with my regular iphone4 just made it slower and messed up.. @apple give me a free 4S and we can call it even, thanks",negative
should be studying/ doing work but no I'm hold with @apple HURRY THE FUCK UP! #nopatience,negative
Ok Hindi keyboard in #iOS5 is something to cheer about.  But @apple  what about  support for 20+ missing Indian languages!? #FAIL,negative
"""Waiting for items to copy"""" in Itunes after everything DID copy goes on",negative
@Apple unhappy again with service/product quality. Won't buy @Apple again.,negative
"Been on hold with @apple customer service for 25 minutes. Wow, lt's like they're #timewarnercable.",negative
anyone else stuck in duped calendar/mail/battery sucking @apple hell? #iCloud and #OSX Lion are a disappointment,negative
1st impressions  of #iOS5- Disappointed w upgrade restore. Lot of apps & folders missing @apple do  how much time went in2 orging it? #fail,negative
@PrJusto Don't question the @Apple they will remember your dissent!,negative
"@apple: Multiple times siri is ""having trouble connecting to the network.""""  Siri needs servers (and some exercise!)""",negative
RT @JimMcNiel: if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is havin ...,negative
Ugh. WTF is up with all the bottlenecks @paypal @apple?,negative
+1  RT @Doug_Newton: @apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!,negative
@apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!,negative
if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is having issues?,negative
any chance @apple will release good headphones that dont blast music outside the ears? #iphone #ipod its quite obnoxious,negative
"@Apple - #Siri is not working due to ""network problem""""? Seriously? Can you fix this? #iPhone4s #Fail""",negative
"@electricsoup It has to connect to @Apple to process commands, which it is failing to do right now",negative
"Spoke to an @Apple rep on phone & could hear her tv blaring in the bg.  She said, ""I can't actually help u",negative
Ok this @Apple software update for the #iphone is taking waaaaay too long!n#annoyed,negative
@Apple would do better to inform customers properly about migrating to #iCloud - many complaints lead to #image damage http://t.co/QL7zmPpO,negative
@apple does iOS 5 rape your battery life? or am I just using my phone a lot since getting it,negative
@BrianMincey @apple the chipsets tear through battery life. Coworker has a htc thunderbolt that he gets about 3 hours of life.,negative
Just searching with my voice on my 2 year old nexus one @apple.,negative
"@apple, your update server has been timing out for a week. i had to force a restore w/the new #iOS5 software. lost all my stuff. thanks!",negative
"Thanks to a 90 minute wait on hold, half an hour actually talking to someone, the @Apple tech decides to send me an email to fix my phone",negative
I am very upset about and inconvenienced by this iphone update failed backup. @iphone @apple,negative
Why book @Apple Genius Bar if after 2.5 hours you still can't be served. Disappointing Apple Store Sydney. #thanksfornothing,negative
Apparently @Apple genius training doesn't extend to clocks & service. They're half an hour late for my appointment and couldn't let me know?,negative
Wow. iCloud's mail is down. 1st the iOS 5 upgrade issues and now this. I really hope this isn't @apple without Steve Jobs.,negative
@apple  why don't you guys test your upgrades before you put them out. 15 1/2 hrs u guys wasted of my time yesterday. Thanks.,negative
what is going on with all my @Apple products?! First my #iPad freezes (still is frozen) and then my #iPhone won't turn on!!! #techieTroubles,negative
#iPad in perpetual restore loop after trying to upgrade to #iOS5 :(n@apple sux without steve,negative
It took @apple about 7 years just to figure out how to properly syncronize an iPhone.  WOW!  #ios5,negative
@apple So I went to the 5th Ave store and was told I could wait about 4 hours to get a 4S. Needless to say I'm back at the hotel relaxing.,negative
Terrible customer service at Los Gatos @Apple! Why do I have to pay $199 for a bad home button on my iPhone?!?,negative
@Apple thank you for sucking so much. I cannot believe you would sell something online that isn't made,negative
Iphone 4s siri doesn't work for shit @apple,negative
"Clarence Thomas must have designed the new OSX lion, tossing decades of workflow standards, @apple bring back u201csave asu201d! #autoSaveSucks",negative
"RT @JDougyJ: hey @apple do you wanna fix my fucking playlist order, you piece of shit",negative
@Apple can suck my dick gotta restore my ipad #annoyed,negative
"Dear @Apple Contacts, you are terrible. I just cleaned duplicates for 3 hours and they magically reappeared. Fix it.",negative
"Is it too much to ask which app is incompatible, @apple? http://t.co/yKqip7nk",negative
@NoVaTyler @apple Most of mine are gone too! Not recovered after I saved them b4 I upgraded my iPhone! Soooo pissed!,negative
"hey @apple do you wanna fix my fucking playlist order, you piece of shit",negative
Siri is having a hard time remembering who my sister is. contact card needs space for family info. #iPhone4S @apple,negative
"#ios5 getting sloppy @apple. U need to check your QA team. Too many issues with apps, data and syncing",negative
RT @nansen: so this SMS full message is known @apple issue with new iOS5 update. trying restore. When all else #fail - restore.,negative
So glad that I paid $69 for this @apple care protection plan.  Been on hold for over 20 minutes now.  Great customer service. #NOT,negative
not happy with @apple right now. the upgrade to my itouch4 took out my itouch and laptop. #help,negative
@twitter can you look at problem on iPad where it won't open @ messages. It just crashes the app. You too @apple maybe your fault.,negative
@apple What's the point of iCloud wireless updates when ios5 now forces me to use the computer to charge my ipod touch now? #worstupdateever,negative
Why is the new @apple iPhone OS duplicating all my iCal events? There's 2 of everything. How do I fix it? (tried turning iCloud off),negative
Hey @Apple...I know Steve Jobs died & all but my Twitter for iPad app keeps crashing...Fix it...NOW..please..lol -F.Light,negative
Life was much easier when @apple and @BlackBerry were just fruits!,negative
"RT @MikeFerri: If @apple doesn't fix iOS5 this week, I'm buying a droid #emptythreats",negative
"If @apple doesn't fix iOS5 this week, I'm buying a droid #emptythreats",negative
@apple pls launch #Siri on iphone4 .. Disappointed after spending hours for upgrading to iOS5..,negative
@apple you can suck it you and your fucking iPhones better be glad it's all I like cause the service Is fucking terrible,negative
"This is the first time I've been unhappy with any @apple product... Disappointed, and the Internet seems as confused as I am right now.",negative
"After a week or so with @Apple's #iOS5 I'm considering going back to #jailbroken 4.2 - same features as 5, plus more. Not as stable, though.",negative
Had issues with #Siri reaching network today. Too many uses or my signal? @apple,negative
The new iOS5 completely failed at upgrading the phone. Now I'm stuck in this restore loop. Thanks @apple for wasting my day. Can i undo?,negative
Only thing #iOS.5 has done is deleted my tiger woods game and made impossible to retrieve. Thanks @Apple!,negative
Damn you @apple for breaking wififofum! It continued to work in ios 4. Was one of my most used apps. Damn Apple's overbearing policies!,negative
"Dear @Apple,Congratulations, I am suing my insurance company and you just managed to make it to the top of my shit list. #Ineedthosepictures",negative
Dear @Apple: You must let me turn off iCloud to save bandwidth and NOT delete EVERY document on my iPad. That's BULLSHIT!,negative
"RT @JoelBurns: Dear @Apple, it's me again. Thank for beautiful new iOS features. But I miss some of the old ones. Lk making calls & textsn&gt;(",negative
"RT @leiboaz: Wow, worst @apple customer service experience ever. Arrogant and inept. Bad combo, Biltmore Apple store.",negative
"Wow, worst @apple customer service experience ever. Arrogant and inept. Bad combo, Biltmore Apple store.",negative
"Hey guys at @Apple, WTF is happening to #iPhone4, with #iOS5 suddenly fade to black and begin to vibrate continuously, I had to reboot it",negative
@hbogo @apple - why don't you play nice and let me use HDMI from iPad?  Pretty lame.,negative
"Warning: if iphone apps spontaneously loose data, it might not be the app's fault - http://t.co/1SEsvWwm #ios5downgrade @apple @marcoarment",negative
"u2026and only the first 23 images in my Photo Roll made it over? Seriously, @apple, how did you fuck this up so much?",negative
@apple why does #iPhone4 plus #iOS5 equal half the battery life?,negative
Now @apple won't let me use credit on @iTunes unless I have a credit card. Should have told me when I redeemed the cards. Sound fair to you?,negative
need @apple help!! installing new ios on #iphone4 and am stuck on the Find My iPhone screen :( i keep clicking next but it doesn't work,negative
"Bummer that @Apple #iCloud syncs on Windows only w/ Outlook (not Thunderbird) & IE (not Firefox, Chrome). #sadmac",negative
"Disappointing visual merchandising, @apple. Simple, but lacks elegance. And sequence doesn't even tell us about #Siri. http://t.co/XV2q3gfi",negative
has been on terminal hold with @apple support!  She must not be the only person having trouble with the new iphone and synching!,negative
@apple thanks apple for ios 5 and losing all my contacts!,negative
@apple give me my apps back!!!,negative
RT @tomcolontonio: Didn't it occur to @apple #apple that ppl share iTunes accounts amongst family's ?????nWtf!!!!,negative
@tomcolontonio @apple #EPICFAIL,negative
90 minutes after being at 100% my iPhone 4 (post #ios5 upgrade) has lost 40% of its charge and the @apple store folks are out of ideas.,negative
"So ""cutting the cord"""" makes podcasts even harder to manage?!? No subscriptions! WTH",negative
"Also @EricGreenspan, don't forget @Apple stop closing the app store after each bloody purchase...",negative
@apple cu,negative
"@apple, #siri can't connect to the network -- it's LESS useful that VoiceControl now... :(",negative
@apple took my Siri and made it exclusive to iPhone 4S  #SoRude,negative
total time on the phone with @apple: 1 hour 27 minutes. let's see how this goes.,negative
"Waited in line for nothing, fucking genius @Apple called an app for ""John"""" not """"jean"""" stop fucking up my name im not a French boy. #PCam ...""",negative
It's been 24hrs since I reported @ups theft of my iPhone and @apple has done nothing. No return call as promised. Nothing.,negative
"This does not bode well. After charging all night, my @Apple iPhone 4S has 25% battery after only 3hr off charger with no calls & light use",negative
Houston we have a problem!! My iPad has been restoring for 12+ hours after installing @apple IOS5. This can't be right....,negative
#Siri went down for a little while last night. Come on @apple! Get your shit together on this launch!,negative
@ford should have teamed up with @Apple instead of @microsoft to make this SYNC system in my new focus. nCar is sweet SYNC is #EpicFail,negative
"RT @gdcurry: Really @Apple?  What have you done to my iTunes now?  I can't click on Music, Movies, TV Shows, or any playlists. I get a l ...",negative
"Hey @apple, androids releasing brand new state of the art phones, whens your new phone come out? What's that? (cont) http://t.co/2sko9l3d",neutral
".@Apple has a record quarter and because a bunch of professional guessers (aka analysts) wanted more, its a disappointment #wtf",neutral
"Interesting read on war b/w @Apple & @Samsung- http://t.co/Vt9d24Yi -using latter, agree lack of innovation, but better specs at same price!",neutral
Today's headline: @apple reports lower 4Q earnings. Headline in 3 months: @Apple reports record Q1 earnings.,neutral
Is it JUST a coincidence that @Apple named their virtual assistant after Tom and Katie's robot daughter?,neutral
Good or Bad results for @Apple ? Depends on who you ask apparently http://t.co/yDH8ffxE,neutral
Interesting times when increasing your revenue from $20B to $28B in a recession is considered a disappointment. @apple,neutral
"@Apple Would much rather get outta this having a ( see pic ) and have fun with this "" Have your friends choose music"""" http://t.co/7IiHbr4J""",neutral
RT @CRMStrategies: Great Tech War of 2012 http://t.co/64jGRoBp @FastCompany profiles @Amazon @Apple @Google @Facebook on @CNBC /ht @phil ...,neutral
@apple gonna see if anyone stayed logged into their fb or twitter #TroubleMaker,neutral
"If you've been struggling to get hold of me, I'm back online with a new iPhone - thanks @apple",neutral
"Hey @Apple, pretty much all your products are amazing. You blow minds every time you launch a new gizmo. That said, your hold music is crap.",neutral
Amazing story of @dropbox and @apple http://t.co/r4oDCwvY,neutral
@Jake_Gyllenhaal So you've made up with @Apple?,neutral
"@Apple to shut stores!!! C'mon, Only Wednesday for @SteveJobs memorial.",neutral
@apple #readyfor5.0.1 http://t.co/M2FqakYr,neutral
This is what I have been waiting for RT @Apple The last big project Steve Jobs was working on was the new cranial insertion device: iMplant.,neutral
Apple Users Get The official Kalifornia Cavi App on your Apple Device now on  - powered by @Apple - Download it free http://t.co/HlGnvlRw,neutral
The official Kalifornia Cavi Mobil App is now available on the app store - powered by @Apple - Download it free http://t.co/HlGnvlRw,neutral
"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/I6woujUh #PampersHelloApps",neutral
"Dear @motorola, I smell a lawsuit coming your way. cc: @apple #motoactv",neutral
@apple Or @Microsoft Buying Out @RIM ?,neutral
"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/YUydxo1t #PampersHelloApps",neutral
"RT @jesperordrup: Hi @apple. Household has 4 iphones, 2 ipads, 2 minis, 2 apple tv, AirPorts, Timecapsule +. Whats a usable iPhoto shari ...",neutral
"Hi @apple. Household has 4 iphones, 2 ipads, 2 minis, 2 apple tv, AirPorts, Timecapsule +. Whats a usable iPhoto sharing setup? /cc @maddox",neutral
#motoactiv? Methinks @apple and maybe @Nike are already prepping lawsuits,neutral
Check this video out -- moe. plays Live on iPads. Video dedicated in memory of #SteveJobs http://t.co/XSiyDnqu @ipad @mac @apple #brilliant,neutral
