Tweet,Correct Sentiment,Predicted Sentiment
"u304au3063u3068u30fcu3001u51fau6f14u8005u30b7u30e7u30c3u30d7u30b9u304cu629cu3051u3066u305f! -- New mov: ""\u30b7u30e7u30a6u30b1u30fcu30b9@apple store u9280u5ea7"""" u8a18u9332 / starring:ichiro_",irrelevant,irrelevant
Find more the best Maytag Washer Control Board deal.Check pric http://t.co/SNdkAg3e@Best @Apple @Peeler,irrelevant,irrelevant
@dgosset @lolopb oh putainu2026 j'ai vidu00e9 mon spam il y a peuu2026 Le mail de applecert@apple.com est dans ce qu'il resteu2026,irrelevant,irrelevant
Teach Different: iTeach Therefore iAm http://t.co/yozd8HCx @apple @teachforus @teachforamerica #ipad #stevejobs,irrelevant,neutral
@waze_it @macneo Bellissimo video. Sono sempre piu00f9 convinto di prendere un @Apple iPhone e gettare via il @Nokia N97 che mi ritrovo.,irrelevant,irrelevant
@HAZI u30afu30c3u30af@apple.comuff1f,irrelevant,neutral
Today very cheap for 2198597 Icemaker.And Free shipping for 2198597 Icemaker too. http://t.co/6CLkWAiO@French @Apple @Peeler,irrelevant,irrelevant
Descuentos y offertas para applicaciones de @apple http://t.co/8VNd57qk #mobil,irrelevant,irrelevant
Un abrazo a tod@s desde el @Apple Store en #NewYork. Es un honor sumarse a la gente que honra la memora y el #genio de #SteveJobs.,irrelevant,irrelevant
Today very cheap for Patio Furniture San Anton http://t.co/Sd3i1bjm@Plastic @Apple @Bags,irrelevant,neutral
@Le_M_Poireau Mais moi je voudrais pas que @apple donne mon fichier @LaLibreBe. Marre d'u00eatre spammu00e9e par les journaux du00e9sespu00e9ru00e9s.,irrelevant,irrelevant
Se tan arruinando mis audifonos d mi #iphone @apple quien me quiere regalar unos? http://t.co/56eeE9uY,irrelevant,irrelevant
"RT @modalnho: New mov: ""\u30b7u30e7u30a6u30b1u30fcu30b9@apple store u9280u5ea7"""" u8a18u9332 / starring:ichiro_",irrelevant,irrelevant
RT @IsmaelLaRosa: En la tienda de @Apple WoooooW Que legado dejaste #SteveJobs iAdmire U. Estu00e1 Repletoooo iFull LOL,irrelevant,irrelevant
Contra todo pronu00f3stico @Samsung podru00eda ser el fabricante del #chipA6 para @Apple http://t.co/6utPqa5w,irrelevant,irrelevant
"RT @mpastrana: RT @apple no pasa nada, todo esta bien, no pasa nada, todo esta en orden http://t.co/zwECWhD",irrelevant,irrelevant
Discount Hemp Knots today.Cheap price too.Save money for best Hemp Knots. http://t.co/9H3jopLq@Avanti @Apple @Peeler,irrelevant,irrelevant
RT @aranzibia: Las aplicaciones mu00e1s populares para iPhone (vu00eda AppleWeblog) http://t.co/m68Tzn1K #iphone @apple,irrelevant,irrelevant
En @Apple mucho diseu00f1o pero llevo media hora esperando a mi clase que poca formalidad,irrelevant,irrelevant
@betweensundays Ah! Yeah...should be an option...hopefully @apple figures that out. Thx,negative,neutral
Is it me or does #iPhone4s run a little warm sometimes? @apple,negative,neutral
Dear @apple please send me my Mac Book back surely the repair is done by now... Thanks!,negative,neutral
on hold for another half hour. phone is ringing but no one is picking up.@apple you stink.,negative,neutral
2nd @apple genius apptment running late 2nd day in row for 2nd dodgy iPod . You make mega $$$ hire some staff.,negative,positive
"Hey @apple, the SMS full message is complete shit. Yes, I'm annoyed.",negative,negative
Damn it @Apple!! Whatchu done to my phone??,negative,neutral
"@trisha_ps @iCloud is Cloudy. @apple tech, not very techy.",negative,neutral
Correction: @ Best Buy kudos to Chris @ Alamo Ranch S.A. TX-fixed issues couldn't resolve after 1/2 day w/ @ATT & @Apple. Hero of my day!,negative,negative
"Comparing @Office #live with @google #apps and @apple #iCloud , I do not see #iCloud leading the crowd. Do you agree ?",negative,positive
Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable,negative,neutral
"IOS5 has one problem, when i save someone in my contacts they don't show his nam becuz of the region/ +965 @apple #apple",negative,negative
Had ma Ipas not 24 hours an I jailbroke it...now its SHAGGED itunes won't letme restore it @apple SYM!!!!,negative,negative
I really hate that @apple won't let you hide the Newsstand app or move it into a folder. It serves no purpose for me.,negative,negative
It would be great If @Apple would send my new phone. #frustrated,negative,neutral
"@Apple your service experience is really fucking slipping (except for cute, eyelash batting girlies). (@ Apple Store) http://t.co/dOHDEnMg",negative,negative
RT @CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better.,negative,negative
Bummer!  My @Yahoo! iPad fantasy football app keeps crashing; not sure if it's the app or the new @apple iOS 5. Only two apps running.,negative,neutral
@Apple Siri is down!,negative,neutral
"RT @Jewelz2611 @mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..",negative,negative
"@apple WTF why can we not add the newsstand to a folder?! We are already in your walled garden, so please don't remind us of it.",negative,neutral
"@semilshah yeah except that when you ask for a receipt, it takes them 30 minutes to figure out where it printed out. Fix that, @Apple!",negative,neutral
@apple #iOS.5 has been nothing but a pain in the ass no room for my music.. Or photos.. Or apps! Can I undo this garbage??,negative,negative
"I hate you @apple for not sending Toledo,oh @bestbuy any @iPhone for @verizon even after I pre ordered!!!",negative,negative
Samsung seeks iPhone 4S ban in Japan and AustralianPatent war intensifies with injunction sought against @Apple http://t.co/QmwjTvnk,negative,neutral
"@apple If you want to know what customers think dont send updates with the ""noreply"""" return address. Who invented that anyway. #useless""",negative,neutral
"@apple Wish I could pick month, day, and YEAR when setting a new calendar item on my iPhone. Why hasn't the new iOS fixed this yet?!",negative,negative
"Boy, could @apple make it any harder to put my purchased music from the cloud on to my new macbook pro? ""You must authorize this computeru2026""",negative,negative
Where is my iPhone!?!?!?!n@apple,negative,neutral
"@Apple #iOS5 NONSTOP DROPPED CALLS&MUTE BUTTON RANDOMLY ACTIVATING&PERSON CANT HEAR ME, PULL PHONE FROM EAR TO BE ON A ""MOBILE ME"""" SCREEN""",negative,neutral
"u201c@philipgrey: dear @apple, why you gotta go change the way &lt;input type=""number""""&gt; is handled out of the blue?u201d""",negative,neutral
"@sprint @bestbuy still no word on my iPhone4s preorder.  Best Buy blames Sprint, Sprint blames @apple, I just want an honest answer.  #help",negative,neutral
"Every time I try the voice control on my iPod Touch to send an iMessage, it starts playing ""Who Knew"""" by Pink.  Still not Flawless @Apple""",negative,negative
@apple not happy with Apple today. I did the suggested software update and now nothing works!!!,negative,positive
"@Apple, #iOS5 on iPhone2 causes Camera apperature dilation problems & freeze.",negative,neutral
The one #iphone feature still missing since @apple first showed it.. Contacts pictures on the contacts list! Simple yet 5 major updates miss,negative,negative
"@amandbrar @apple Siri has worked for me less than 10% of the time. If service doesn't improve by Monday, I'm returning my iPhone 4S.",negative,positive
iTunes is @apple's worst product. Worse than the #Newton or the hockey puck mouse. It's utterly painful to use.,negative,neutral
Ok @iTunesMusic idk wth is up but after syncing my phone my album art is out of order! WTF @Apple!,negative,negative
but seriously @apple finance me a damn phone you greedy bastards! OR Santa...get your jolly ass in gear and get us a 4S - white plz,negative,neutral
*sigh* @apple store seems stumped what to do about my catastrophically bad battery life after upgrading to #ios5,negative,negative
@Apple - why do I have to have apps I am updating in their original 'folder' location? That was painful.,negative,neutral
"You can make photo albums in the Photos app with iOS 5, but can't password protect them? Um... @apple, fix that. Quickly.",negative,neutral
My @Apple @macbook keyboard will not type :(,negative,neutral
This. RT @bonkoif Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable,negative,neutral
@apple No location reminders on ipad2! That was the point of updating to iOS 5,negative,positive
@apple just now seeing none of my Microsoft Office programs work anymore after Lion upgrade. Why??,negative,negative
Smashed yet another #iPhone screen. When are @apple gonna make the phone more durable!!! Tired of fixing it myself!!!,negative,negative
"@nansen Man, that sux! @apple io5 upgrade a total #fail for you!",negative,negative
"Asked #Siri ""Where's Baby Lisa?"""" and was told """"sorry",negative,neutral
Anyone else seeing missing signal bars on their #iPhone 3GS with an upgrade to #iOS5? cc/ @applecanada @apple @forstall,negative,neutral
#DontBeMadAtMeBecause #Android is by far better than @Apple,negative,positive
Pissed with whoever designs keyboards with @apple for not having a home and end key.  working on the CLI i use those keys often,negative,neutral
"Deu00e1r iCloud I HATE U , AND I HOPE YOU DIE , YOU ARE THE WORST FUCKING INVENTION IN THE WORLD , FUCK YOUUUUUUUUUUUU #iCloud @apple @stevejobs",negative,negative
"See @Apple, that what's happen when you release iPhone 4S with same crappy design as the old phone!",negative,neutral
@Apple can't send me an iPhone preordered 1hr after launching but they cans send 5 or 10 to all the jackasses who want to shoot or blend 'em,negative,neutral
@apple why is my iPhone battery so crappy #fail,negative,negative
So @PhoenixSwinger 's iPhone 4 is giving her a hella hard time w/ the iOS5 update @apple,negative,negative
"yo, @apple, this update is a disaster",negative,neutral
@apple domain fail. Open 2 hrs late for walk in ppl. Store was empty and i only need a skin 4 my screen. You represent customer service FAIL,negative,negative
@apple u guys are gay,negative,neutral
@albertmal88 remember @apple is evil. #icloud entering the #dropbox market,negative,neutral
I'm suspecting @Apple timed the health-decline of my iPhone 4 perfectly with the iPhone 4s release... My battery is seriously ailing.,negative,negative
. @apple & @AT&T u cannot tell me there isn't at least 1 64GB iPhone 4S in LA or Vegas!! Give me a fucking break!!!!,negative,neutral
"@Apple, #iOS5 #geolocation Suburbs with 2 words drops Map Pins in other States! Please fix.",negative,neutral
fuck u @apple,negative,neutral
I sure as hell better be able to restore my calendar events. Terrible bug apple! @apple #icloud #anothericloudfail,negative,negative
@jane73 @Gazmaz hopefully it's a small bug @Apple must be fixing it. RIGHT  APPLE }:0( n#itjustworks,negative,negative
"Restored my iPhone. STILL NO TEXTS. DEAR @APPLE Y NO LOVE, Y RESTRICTIONS ON MY SMS?  Y NO TEXTS.... #iOS5 #iOS5atemydingo",negative,negative
why the fuck dose my phone decide its just ganna freeze every time i try to update it so fucking sick of @apple,negative,negative
"Oh, @apple. Steve obviously had nothing to do with iPhoto, as it's the perfect opposite of 'insanely great'. Get it fixed, please.",negative,neutral
"@samsung, @apple, you do realise you're just really pissing off the customer base AS WELL AS looking petty.",negative,neutral
Lies @apple. the battery on this new iPhone4S is definitely not any better.,negative,negative
My schedule is 2 busy 2 spend UNquality time with @ATT @Apple 2 recover Iphone again-The mo' mobile I get the mo' immobile I is. Sync Not!,negative,neutral
"u201c@carlton858: I really hate dealing with the brain dead people at the @apple store. For such good products, customer service sucks.u201d in NZ?",negative,negative
@twalve @apple you know the issues they have with DST and alarms :p,negative,neutral
@Blackberry does take better quality photos than @Apple iPhone though. I give them that! #photograhersEye,negative,neutral
Hmmmm a lot of #Siri features don't work in Canada. Location and directions? Seriously @apple come on!,negative,negative
"dear @apple, why you gotta go change the way &lt;input type=""number""""&gt; is handled out of the blue?""",negative,neutral
"@paulens It surprises me that @Apple throws up an error alert about authorizing, and there's no ""Authorize this computer"""" button.""",negative,neutral
@rogerweir no but I have the option of a  replacement iPhone 4s ?nNot sure if I want one after having 2 duff iPhones.n@O2 @iphone4s @apple,negative,neutral
i update to ios 5 and lose everything on my phone and it wont let me sign into my itunes account... thanks @Apple,negative,neutral
I know a few others having same issue RT @Joelplane: 9% now on my second full charge of the day. Pissed @Apple,negative,negative
"Just when #TomCruise thought he had a unique name for his daughter, @Apple pulls the rug out from under him with the new #Siri App.",neutral,neutral
iPhone 4S: Setup SIRI for your Tweets. http://t.co/ws7LINTS @apple #apple #iphone #siri,neutral,neutral
iOS 5 for iPhone and iPad is Here: Apple's Best Release Yet?  http://t.co/iLYGZ5Ox #ios5 #ios @apple #ipad #tablet,neutral,neutral
In front of the @apple store. So many blue shirts I feel like I'm at a smurf reunion. #iPhone4S,neutral,positive
The iPhone update has segregated my contacts between iPhone users and non-iPhone users. They just had to call out those non-users @apple,neutral,neutral
SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator ---- Posts on Twitter,neutral,neutral
@apple Why don't you have a wireless remote for Keynote presentations w a MacBook Air?  Nobody wants to see the pith man navigate w a iPhone,neutral,neutral
"""3 principal global players will be active in every market...@Amazon",neutral,neutral
@Apple #RIPSteve RT @davepeck: Steve Jobs and the Seven Rules of Success http://t.co/4nLRLdWy,neutral,neutral
"#wheniwas14... @Apple registered the domain name http://t.co/FPvKn1kJ, thus beginning their plan for world domination",neutral,neutral
Fregon el nuevo facebook para iPod/iPhone haha alomejor ya tiene rato pero yo lo acabo de actualizar @apple,neutral,irrelevant
"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/gIHYpzWO #PampersHelloApps",neutral,neutral
iPhone 4S First Weekend Sales Top Four Million: http://t.co/Dm4acTYv via @Apple themselves. Big sales for the new phone.,neutral,neutral
@KaeKaed @Apple Here is an easy way to put Newsstand in a folder http://t.co/yVXmWIbI,neutral,neutral
"@coatgal had a really interestng experience up in the @Apple store though, Paul was with me up there, faulty #iphone4 - but out of warranty",neutral,neutral
Found out the hard way today that @webex does not work with @apple ios5 yet when you are following a link for a meeting..,neutral,neutral
Lol bet that Android couldnt do that  RT @ceejay3k: I promise this iPhone been at 1% battery for the last 3 hours. I see you @apple.,neutral,neutral
RT @adamnash: The takeaway from the @Apple earnings call?  Even Apple needs a new iPhone release every 12 months to stay competitive. cc ...,neutral,neutral
RT @DJTREBEL1: #fail i guess @apple didnt notify these clowns that the iPhone5 isnst out yet.... http://t.co/2yCDNt1B,neutral,neutral
Hey @Apple - need more servers for Siri traffic?  I'm sure Google can help you out with that...,neutral,neutral
"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/fnbKNwmj #PampersHelloApps Ends10/21",neutral,neutral
Waiting on line @Apple store at west 14th Street.,neutral,neutral
"@WIREDInsider beautiful, yes. though it simply reminds me of @apple's spinning wheel of death. clock, reinvented: http://t.co/tJcJAqfl",neutral,positive
"@Apple iOS5 is all well and good and has nice new features, but I'm still waiting on an app that will go to work for me.",neutral,positive
Steve Jobs Biopic Coming Soon - @Apple #Apple #SteveJobs http://t.co/DxZBa5bG,neutral,neutral
Oops! Apparently @apple is some handle-squatter. Tweetbarassment.,neutral,negative
@learmonth @Cue improves iMessage + engages @Apple content partners' customers better http://t.co/hhkvlwFB with social activity messaging,neutral,neutral
@apple store #Towson waiting at Genius bar - huge crowd waiting for #iPhone 4s @michaelmark @nicolelil http://t.co/x92sweCh,neutral,neutral
RT @ajrogers Purdie Rogers tribute to #SteveJobs and @apple. We spray painted the Macintosh Plus w.. http://t.co/oMXjhZh0,neutral,neutral
Using @Apple's mobile @AirPort Utility http://t.co/TiDpaHYC,neutral,neutral
My friend @bm88 found this article on the #ios5 battery drain problem http://t.co/zMX85Fkd @apple,neutral,neutral
IHS: iPhone 4S shows key design and component changes. http://t.co/6tfiGiDV  @apple #apple #iphome4S #ios5,neutral,neutral
"""#Win an @Apple iPod Touch from @Mommy_gaga",neutral,neutral
YESSS @apple fix it also slow internet RT @SprintFeed: iPhone 4S owners are you having trouble with Siri connecting to internet?,neutral,neutral
@Apple sells 4 million on the first weekend. @Samsung sold over 30 million Galaxy S II phones globally.,neutral,neutral
"Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/2XJZaLCs #PampersHelloApps",neutral,neutral
"dear @apple please invent ""FaceTime Voicemails."""" sincerely",neutral,neutral
@Apple needs to take down the Steve Jobs tribute and get back to promoting the brand - put the Cloud on the front page and start explaining,neutral,neutral
OK @apple your accessories policy is out of hand. I need a powered line in to use the mic? Are you KIDDING ME?,neutral,negative
This video brought a small tear to my eye http://t.co/3va2ninp. Watch to @SteveWoz opinion of #SteveJobs and @Apple,neutral,neutral
Iphone: Watch Siri &quot;Work&quot; On the Old iPhone 4 - @Gizmodo http://t.co/dGPWL0r0 @apple allow commands from iPhone 4. Stop playin!,neutral,neutral
"Gee, I can't imagine that the maps app graphic from this Samsung website will help their court cases vs. @Apple: http://t.co/PmanMoAh",neutral,neutral
The takeaway from the @Apple earnings call?  Even Apple needs a new iPhone release every 12 months to stay competitive. cc: @hblodget,neutral,neutral
"@jackiestone1 yes! Tech peeps talk so much about algorithms, but tech should always tie back to people. @apple proves this #imediasummit",neutral,negative
RT @DailyDealChat: @bidmyway I like your app for the @apple iPhone very simple and easy to use!,neutral,neutral
@bxlewi1 hey...do you know why @Apple hasn't added 4G support yet? Seems like an odd omission for such an advanced device.,neutral,neutral
dear invisible intern/assistant: please go pick up my computer from the @apple hospital so i can upgrade to iOS5. thanks!,neutral,neutral
"Hey @Apple, could you hook the voice memos app on the iPhone up with fine scrubbing? Journalists need love too.",neutral,positive
WOW DOGS!!nn@Apple w/Starr earlier - upstairs in the huge soho store and all of a sudden she sprung to attention... http://t.co/b2PLMYVD,neutral,neutral
RT @TimjwDowning: #iOS 5  is a great system but it's taken all day to download @apple,neutral,negative
http://t.co/CvEKdOIQ line at @Apple northpark #dallas mall. #4GSiPhone,neutral,neutral
You need to ask #Siri her favorite color and the average speed of an unladen swallow. Seems Someone @apple is a Monty python fan,neutral,negative
I have 4 @Apple products...,neutral,neutral
@mcp111 @apple @AppStore Why are you asking us? Apple don't read messages on Twitter... and Apple aren't @Apple either,neutral,negative
Lol and what do those look like? RT @TalkYo_ISH: Dear @Apple Can We Get Some Afro-American Emoticons? -Management,neutral,neutral
Video: SIRI also gets angry. http://t.co/tzigD99b  @chrisvoss @apple #apple #siri #iphone4S #Ai,neutral,neutral
"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/8MaDmqPc #PampersHelloApps",neutral,neutral
Great Tech War of 2012 http://t.co/64jGRoBp @FastCompany profiles @Amazon @Apple @Google @Facebook on @CNBC /ht @philsimon,neutral,neutral
iPhone 4S 8MP camera : Itu00b4s a SONY. http://t.co/BIqBEhTb @sony @apple #apple #iphone4S #cameras,neutral,neutral
@apple #siri http://t.co/k7b686hX,neutral,neutral
@rjpittman Why you won't use your @apple account.,neutral,negative
U know the @apple company are giving out 500 iPads because Steve jobs past away,neutral,neutral
RT @iancollinsuk: Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @apple ...,neutral,neutral
Video: SIRI also gets angry. http://t.co/Ku288WX6  @chrisvoss @apple #apple #siri #iphone4S #Ai,neutral,neutral
"Salesperson at #soho @Apple store ""it doesn't matter how many people are lined up out front. They're not gonna get one"""" #iphone4s""",neutral,neutral
"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/nDRpciY9 #PampersHelloApps",neutral,neutral
Can someone explain to me how the hell iMessage differs from a text message? @Apple,neutral,neutral
#Steve #Jobs #Tribute iPhone 4S Cases Now Available #iphonecasesnhttp://t.co/2hyurIiqn#stevejobstributecasesn@ikaveri @iamsrk @apple,neutral,neutral
RT @TalkYo_ISH: Dear @Apple Can We Get Some Afro-American Emoticons? -Management,neutral,neutral
POLL: http://t.co/GcrpUKwF Q:R U pissed @Apple banned this video? #Apple #iPhone4S #Siri #F8ball,neutral,neutral
"Big mo: In one week, @Apple #iCloud hits 20M users; 25M use #iOS 5 http://t.co/HTpUTBFK via @cnet",neutral,positive
Cat accusing tiger for roaring  #Samsung on @Apple,neutral,neutral
@apple So why is Siri only available on the iPhone 4S ?   - http://t.co/QZuNgyLW,neutral,neutral
"no kidding u201c@thejabberwockey: Also @EricGreenspan, don't forget @Apple stop closing the app store after each bloody purchase...u201d",neutral,negative
"Siri is cool but more importantly handy and FUNNY. @Apple please configure it for Canada. What's with the racism, EH?",neutral,neutral
hmm it seems i should have checked the identity of @apple firstu2026,neutral,neutral
Video: SIRI also gets angry. http://t.co/ksX2XZoR  @chrisvoss @apple #apple #siri #iphone4S #Ai,neutral,neutral
Why doesn't the Genius have songs for Watch the Throne yet? HUH? @APPLE ?????,neutral,negative
#opinion @Samsung need to be careful in @Apple patents issues - it looks a lot like you 'learned' a lot by making their chips!,neutral,negative
Just realized Apple doesn't even have @Apple on lock. This dude R.J. Pittman waiting for thee fattest check.,neutral,neutral
@Apple why no Macbook mirroring onto AppleTV via #Airplay?,neutral,neutral
"New #iOS5 notification center is a big improvement, but @apple missed an easy trick by not making it fully available on lock screen.",neutral,neutral
"I don't get it. Instead of @apple dropping the 16GB iPhone 4 down to $99, they release an 8GB one for $99???",neutral,negative
Notes for Jobs @Apple store in Palo alto downtown. http://t.co/4BJjfq4h,neutral,neutral
"Stay young, stay foolish. But take ownership when u f*ck up, don't complain, and never give up. #resilience @apple",neutral,neutral
@ireton Perhaps it's time for @Apple to come out with an app called iSuck that lets you know which apps are killing your battery life,neutral,negative
"@BeeeThree I am aye, I wasn't @apple",neutral,neutral
"Upgrading my #iPad to #iOS5. When @Apple said it could take a couple of hours to install and restore it, they weren't kidding.",neutral,negative
Thanks @apple my girlfriend likes #siri more than me now.,neutral,positive
"Ok, so it was a lion and not a leopard. Too much upgrading this weekend. @apple",neutral,negative
.RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/LCTPxHF5,neutral,neutral
Why didn't @Apple merge the address and search bars in Safari ala Crome in iOS 5? #simplethings,neutral,neutral
Great post on the upcoming Great Tech Wars of 2012! @amazon @apple @google @facebook http://t.co/OSeqhT7W via @cbillich,neutral,neutral
is it me or @blackberry is begging ppl not to go @apple #iphone http://t.co/X3gdBUyK,neutral,negative
"""#Win an @Apple iPod Touch from @Mommy_gaga",neutral,neutral
RT @FaithMcNally: @RhiannaRaee hanging @apple in tacoma listening to the beatles!,neutral,neutral
@apple please provide support for a Bangla keyboard in iOS. It would make the life of many Bengali iOS users easier! #iphone,neutral,neutral
"Watching iGenius on @Discovery. Based on first 13 minutes, @Apple never should have gone public in 1980.",neutral,neutral
this reader button for safari is perfect for fic @apple #ios5 #stevejobsday,neutral,neutral
"""3 principal global players will be active in every market...@Amazon",neutral,neutral
Hey @apple why is Siri not available for the Mac?,neutral,neutral
@ATTCustomerCare @att @apple I already have an iPhone 4 with an ATT contract. Can I buy a factory UNLOCKED iPhone 4S with my contract?,neutral,neutral
The four American companies that have come to define 21st-century on the verge of war. @Amazon @Apple @Facebook and @Gu2026http://t.co/PxUlr5dw,neutral,neutral
@RealEstateGuyWI All about yesterday's @Apple upgrade. Helpful but maddening,neutral,neutral
@AsimRang @apple @umber well so far ive seen it for apps,neutral,negative
Smh at @ItsTheSituation for trying to cut in line for a 4S. Cmon mayne if @Apple's cofounder stood in line then you are too.,neutral,neutral
"RT @fredbenenson: Hey @twitter and @apple, this is pretty dumb. http://t.co/kubkPO0T",neutral,neutral
Digital X Worldwide | Today Is Steve Jobs Day In California @apple http://t.co/QSCHuMIN,neutral,neutral
@AsimRang @apple @umber when you upgrade to ios5 there is a section in app store which lets you download anything you have purchased before,neutral,neutral
Couldnt help it & explored the #iphone4s @apple store & talked to #Siri... Should've tried to speak to her in French?! #nexttime,neutral,neutral
@apple please bring back the old Siri app for us old school iPhone 3 users!,neutral,neutral
Easiest way to use Evernote with iPhone 4S Siri. Just tell Siri to Email Evernote and say your note. @evernote @apple #evernote #siri,neutral,neutral
"So @apple the new iMessage is great and all, but is there a way to default to SMS when I'm not on wifi? I have limited data.",neutral,neutral
"after being on hold with @apple for the last 30 mins, i really like their music selection of on-hold music. White Stripes, Ray Lamontagne...",neutral,neutral
iPhone 4S First Weekend Sales Top Four Million: http://t.co/O7zqnY7K (via @apple),neutral,positive
"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/zRBak7kL #PampersHelloApps",neutral,neutral
"Thanks, @Apple. Now even more people on the bus are talking to inanimate objects. Harder than ever to tell who's crazy and who's hip.",neutral,neutral
iPhone 4S 8MP camera : Itu00b4s a SONY. http://t.co/njTHOi2x @sony @apple #apple #iphone4S #cameras,neutral,neutral
how do you sync gmail contacts with your iphone? help please! @apple @gmail,neutral,neutral
@robcollingridge @Apple @Google and with a URL that works http://t.co/vGSf529q,neutral,neutral
"@Apple, Y U NO LET ME PRE-ORDER IPHONE 4S?",neutral,neutral
"Thinking more, I want Android to do an iMessage service & for @Google & @Apple to interconnect. They would if the cared about their users.",neutral,positive
The new @apple #find my friends app is great.... except the part where you have to log in everytime. Get back to me when this is changed...,neutral,neutral
RT @HowardMortman: .RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/7vZSIXpy,neutral,neutral
@Blogger loves @Apple iPhone. My blogpost finally done through iPhone apps.,neutral,neutral
"RT @TheMacMob: Sprint, Verizon & AT&T @Apple Stores http://t.co/ZOzR0UUz",neutral,neutral
How much do @Appleu2019s factories cost? | asymco http://t.co/GH0tvqMO,neutral,neutral
@Apple how fun wouldn't it be if it was possible to integrate  ( soon to be named ) with notifications?,neutral,neutral
"How I manage my businesses/life: @pivotaltracker, @37signals, @twitter, @googleapps, @apple, @dropbox, @wordpress, @dreamhost THX",neutral,negative
"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/en0iacwR #PampersHelloApps",neutral,neutral
"@Bestbuy or @Apple to purchase my imac, iPad, and printer? #StudentDiscounts?",neutral,neutral
@apple Give Siri back!,neutral,neutral
@cnbcfastmomey what price should I sell @apple for,neutral,neutral
IHS: iPhone 4S shows key design and component changes. http://t.co/Y3Mali6y  @apple #apple #iphome4S #ios5,neutral,neutral
"Gone for a run, beautiful morning , man do I love iOS 5 @apple, #iPhone",positive,positive
you are so blessed. @apple,positive,neutral
@apple Siri is amazing,positive,neutral
Thank you @apple for Find My Mac - just located and wiped my stolen Air. #smallvictory #thievingbastards,positive,neutral
Good support fm Kevin @apple #Bellevue store 4 biz customers TY!,positive,neutral
@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!,positive,positive
"Meet #Siri, your new iPhone butler. Click the link and be amazed by all it can do: http://t.co/lvfFdCEL @Apple",positive,positive
@apple the iPhone 4s is great #genius,positive,positive
"_ibertaddigital.tv/ iPad a briliant SteveJobs produck ,http://t.co/00ohfLY6n@Apple present... http://t.co/DBbWSDpx",positive,irrelevant
