Topic,Sentiment,TwitterID,Tweet
apple,irrelevant,126319126913363968,Apple vende 4 millones de iPhone 4S en tres d\u00edas http://t.co/FH5T5Mi6 #turismo #martesviajero @apple
apple,irrelevant,126313259572793345,Mooi verhaal over @Dropbox en hoe zij een geweldig aanbod van @apple Steve Jobs hebben geweigerd in het verleden. http://t.co/eARoBIne!
apple,irrelevant,126307114959372289,"RT @modalnho: New mov: \""\u30b7\u30e7\u30a6\u30b1\u30fc\u30b9@apple store \u9280\u5ea7\"" \u8a18\u9332 / starring:ichiro_, REPEAT PATTERN, moda \u2192 http://t.co/u82a1Ivk"
apple,irrelevant,126304243144597505,Verzoek aan @apple voor iphone: koppel agenda aan bellen. Zo kun je in afspraak opgeslagen telnummer meteen aantikken en bellen. #thnx
apple,irrelevant,126303928039116800,cc @apple http://t.co/8TnodVS8
apple,irrelevant,126290039138291712,"\u3055\u3063\u304d\u30b9\u30d1\u30eb\u30ac\u5148\u751f\u3068\u30e9\u30fc\u30e1\u30f3\u5c4b\u3067moda\u306b\u3064\u3044\u3066\u8a9e\u3063\u3066\u3044\u305f@modalnho\""\u30b7\u30e7\u30a6\u30b1\u30fc\u30b9@apple store \u9280\u5ea7\"" \u8a18\u9332 / starring:ichiro_,REPEAT PATTERN,COFFEE SHOPS,moda \u2192 http://t.co/zbI6rZ5s"
apple,irrelevant,126270990459219968,So ya my ITunes is in Japanese???\n@apple\n#lostasamothafucka
apple,irrelevant,126215978341236736,@GuySie Heb je gisteren Tros Radar gezien over Apple. Garantie werd niet nagekomen door @Apple en devices zeer snel kapot.
apple,irrelevant,126175729024122880,Las aplicaciones m\u00e1s populares para iPhone (v\u00eda AppleWeblog) http://t.co/m68Tzn1K #iphone @apple
apple,irrelevant,126164921485492224,"@Twitter CEO @DickC on @Apple, Privacy, Free Speech and @Google; Far From IPO http://t.co/ztq9Sx7x"
apple,irrelevant,126149195957673984,@Karofsky @Apple  how's that pear coming? oops i mmeant apple!
apple,irrelevant,126138637652992001,"Por cierto @Apple, me sigue gustando mas MobileMe que iCloud. La sincronizaci\u00f3n de mis ordenadores, la gesti\u00f3n de carpetas... nada que ver."
apple,irrelevant,126054622564589569,"\u062c\u0647\u0627\u0632 \u0645\u0646 \u0643\u0644 \u062b\u0644\u0627\u062b\u0647 \u062a\u062d\u0645\u0644 iOS 5\n\""@TechCrunch: iOS 5 Already Installed On 1 In 3 Eligible Devices http://t.co/2Hijv2LK by @grg\"" @apple @ios5"
apple,irrelevant,126042611709521921,"@Apple podr\u00eda lanzar un #iPad Mini en el 2012, seg\u00fan los \u00faltimos rumores. http://t.co/3mkPJTFX"
apple,irrelevant,126024290201124864,Viens de tester #ios5 sur un 3GS et franchement c'est pas mal du tout ! @apple
apple,irrelevant,126022958710915072,http://t.co/k8RQwXty \npara que descargues apps para tu dispositivo #iOS de @Apple.
apple,irrelevant,126022708524888064,"Por fin Adobe para #iOS, al parecer @Apple se reconcilia en esta nueva gesti\u00f3n."
apple,irrelevant,126005063595466753,Lekkere garantie volgens #radar bij @apple. #Ned1
apple,irrelevant,126000885485678592,En la tienda de @Apple WoooooW Que legado dejaste #SteveJobs iAdmire U. Est\u00e1 Repletoooo iFull LOL
apple,irrelevant,125998496535937024,"querida @apple, at\u00e9 quando o steve vai ficar na sua pagina inicial?"
apple,irrelevant,125996653990772737,"@MissHell23 Umm, pretty sure I typed @Apple, not you, but okies, why'd you do it, then? *grin*"
apple,irrelevant,125991634855923712,@pnt21 \u30c9\u30f3\u30de\u30a4\u30fc@(\u30fb\u25cf\u30fb)@Apple\u793e\u4fdd\u8a3c\u8584\u3044\u304b\u3089\u6c17\u3092\u3064\u3051\u3066\u306d
apple,irrelevant,125982640263274496,"#MobileMe, #iCloud, #AppleID... c\u00f3mo sobrevivir a la transici\u00f3n de las cuentas de @Apple http://t.co/3lMPiCjK"
apple,irrelevant,125973789526863872,@Bonita1108 es pura envidia xq @Apple no te ha regalado nada con o sin fallas #VivaBlackBerry
apple,irrelevant,125965369532878849,&gt; 4 mln iPhones verkocht in eerste weekend: http://t.co/1pPZz1oX (via @apple)
apple,irrelevant,125965364667486209,&gt; 4 mln iPhones verkocht in eerste weekend: http://t.co/OP26muCr (via @apple)
apple,irrelevant,125957826500771840,RT @BikerVox: http://t.co/EVItL2eO @KentStoffels @MArioMUssolini @iOS_Notch @Apple
apple,irrelevant,125930962545672192,Resultado de ventas de @apple 4millones de #iPhone4s vendidos
apple,irrelevant,125928640394432513,@hervepierre mdr! ouais une mauvaise exp\u00e9rience avec les vendeurs @Apple store m'a fait hair l'iphone ;)
apple,irrelevant,125910538550124545,"bagi yg acc USnya di disabled sama apple,email aja itunes store supportnya minta di re enabled lagi\niTunesStoreSupport@apple.com"
apple,irrelevant,125857117407166464,"#epicfail @apple bij upgraden naar IOS5 instellingen kwijt en ebooks verloren. het kost me dus geld zo'n upgrade, WAARDELOOS!"
apple,irrelevant,125827656238379008,"Hey @apple , je sais que tu es encore un peu remu\u00e9, mais tu pourrais ajouter le verbe avoir \u00e0 ton dictionnaire ?"
apple,irrelevant,125826633713201152,@chachasikes @iphone @apple on the iphone4s???
apple,irrelevant,125815316596002816,\u8ffd\u60bc\u30b8\u30e7\u30d6\u30ba\u6c0f\u2026@Apple Store#fb  http://t.co/V07PBNdP
apple,irrelevant,125724424774221826,Como puedo checar mi correo si tengo cuenta @apple.com?? :S osea no q onda con eso!! jajaja
apple,irrelevant,125705666592641024,This Moment w/ @Shyah & @DianiGroves is brought to you by @NBA @Apple @Riesling oh and http://t.co/tmQ50JRU
apple,irrelevant,125695680135172096,@chefreggie06 @rolandsmartin @Apple get ready Tampa Bay the Martin's are coming to town! Bring it on Buccaneers!
apple,irrelevant,125695094836826112,@heidiknyc @apple @Badog420 Cute dinner when ur back from shanghai xx
apple,irrelevant,125653144993660928,@apple - dette blir for dumt. http://t.co/zqKMkq91
apple,irrelevant,125650076759638016,ninguem desliga o 3g do celular -.- \u201c@giuchavez: Olha aqui @apple: na proxima atualiza\u00e7ao eu quero um atalho pra ligar/desligar a 3g Ok ...
apple,irrelevant,125622089502830592,@Apple et je devrais arr\u00eater de vous glorifier et \u00e7a c'est pas cool...
apple,irrelevant,125621628917915648,yo @Apple va falloir faire quelque chose pour l'app vid\u00e9o. Le fait de pas pouvoir laisser la vid\u00e9o jouer en faisant autre chose &lt;  diarrh\u00e9e.
apple,irrelevant,125595437938905088,O #itunes acaba de me avisar q esta dispon\u00edvel a vers\u00e3o 5 pra atualizar meu #Iphone 4. Como n\u00e3o cair de amores pela @apple e #SteveJobs ?!!
apple,irrelevant,125590191502131200,@apple pratet om en versjon av iPod touch til barn. De ombestemte seg da tittelen n\u00e6rmet seg #iTouch Kids.
apple,irrelevant,125542968844226560,interesante por decirlo menos sabes que la c\u00e1mara del #iphone4s le pertenece a #sony ... mmm ojal\u00e1 ande bien y no sea mala jugada de @apple
apple,irrelevant,125542941287649280,"Oja, ik ben gelijk al mijn apps kwijt bedankt @apple ."
apple,irrelevant,125526544377577472,@ChArEnCe RaMoS @apple jane @heiMachO @tintin_Julielmo new followers..:) na follow back ko na po kayo..:)
apple,irrelevant,125521498055254016,[iPad] iPad 1. Generation general\u00fcberholt ab 389 \u20ac @Apple: Der Tablet von Apple bleibt weiterhin recht preisstab... http://t.co/h8ANhAVu
apple,irrelevant,125521344342392832,Kan @Apple de #tekstaanvulling op #iphone en #ipad niet omdraaien? #eigenteksteerst #weetapplehetaltijdbeter
apple,irrelevant,125516954407677952,[iPad] iPad 1. Generation general\u00fcberholt ab 389 \u20ac @Apple http://t.co/tOv1xKQ8
apple,irrelevant,125495075504537600,Gostaria de deixar aqui registrado meu agradecimento a @apple por preservar meu sono. As notifica\u00e7\u00f5es do iOS5 n\u00e3o apitam na madrugada ;-)
apple,irrelevant,125406418777018368,ASSISTINDO O FILME CHAPA!! PIRATAS DA INFORM\u00c1TICA  ESSE FILME E FODA VIVA @APPLE
apple,irrelevant,125375333162684416,iphone\u884c\u5217\u4e26\u3093\u3060\u30fc@apple store\u9280\u5ea7 \u3069\u306e\u304f\u3089\u3044\u304b\u304b\u308b\u304b\u306d\u300216G\u3057\u304b\u306a\u3044\u305d\u3046\u3067\u3059\u3002
apple,irrelevant,125352405482217473,Causando na loja da @apple
apple,irrelevant,125339193802100736,Find more the best Angel Christmas Tree O http://t.co/d5G1rY5d@Starfrit @Apple @Peeler
apple,irrelevant,125333140414808065,Find more the best Cyst On Knee deal.Check price of best Cyst On Knee and offers now. http://t.co/qzYnNuvI@Automatic @Apple
apple,irrelevant,125325092841467904,Do not check other site for Uhmw Conveyor.Now you go best site of Uhmw Conveyor. http://t.co/8RMV5D2q@9 @Pin @Cable @Apple
apple,irrelevant,125319263027343360,"RT @ThBenkoe: hey @apple! dass man selektiv keine einzelnen fotos (peinliche, \u00fcberfl\u00fcssige etc.) aus dem fotostream l\u00f6schen kann, ist do ..."
apple,irrelevant,125301831286013952,Hello you are find Mesh Jacket Motorcycle? Our site have more Mesh http://t.co/tYg4Ualc@Ace @Hardware @Apple @Pee
apple,irrelevant,125275735815491584,to reiniciando meu computador. \u00f3 as id\u00e9ia @apple
apple,irrelevant,125228207002759168,Buy more products of Hemp Jewelry Instructions now.Free ship http://t.co/928bPS4t@Lehmans @Apple @Peeler
apple,irrelevant,125219664488960000,@rogriffo VC Viu ontem A @Apple Estava dando IPhone 3 No Site dos estados Unidos
apple,irrelevant,125206785584922624,Today very cheap for Hemp For Fuel.And Free shipping for Hemp For Fuel too. http://t.co/8gyJLbMW@Farberware @Apple @Peeler
apple,negative,126418790706712576,RT @cjwallace03: So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. W ...
apple,negative,126416915664084992,"@mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp.."
apple,negative,126416109212680192,THiS IS WHAT WiLL KiLL APPLE http://t.co/72Jw4z5c RiP @APPLE
apple,negative,126411162622496768,@apple why my tunes no go on my iPhone? iPhone lonely without them. silly #iOS5
apple,negative,126410591949697024,@apple needs to hurry up and release #iTunesMatch
apple,negative,126409696553861121,Why is  #Siri always down @apple
apple,negative,126408864387182593,I just need to exchange a cord at the apple store why do I have to wait for a genius? @apple
apple,negative,126408052525105153,"@apple AirDrop #fail - Immediate \""declined your request.\"" every time"
apple,negative,126407767132078082,good article about why @apple fucked it all up with lion and their future. http://t.co/zNDP9Vr6 #fb
apple,negative,126405185630253056,Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s
apple,negative,126393204550537216,FUCK YOU @apple DIE IN A FUCKING BLAZE INFERNO.
apple,negative,126389218284015616,@ryanbaldwin @apple So in iTunes I go Store -&gt; Authorise\u2026 why doesn't it just auto-authorise it when I sign into iTunes? Grrrr...
apple,negative,126388194194362369,"Seriously - I have absolutely no offing clue what @Apple means by \""authorization\"", nor how to do it."
apple,negative,126385036441296896,"shit, shit, shit. IOS5 update ate all my apps, data and media just like @apple said it would. This is going to take some time to rebuild."
apple,negative,126381519513194497,Dear @apple My new Air is now a notbook since your update killed #wifi #bug #destroying #productivity
apple,negative,126380588822298625,"I am so done with @Att and @apple 's profitering and lack of customer service, so fucking down with both!!!"
apple,negative,126372040696541184,"You know @apple It's been almost a week since I paid for iTunes Match, I would really like to use it. Any ETA on a fix?"
apple,negative,126363154837020672,removing all @apple shit.
apple,negative,126358272084152320,Gotta say the @Apple itouch iphone shuffle etc.. sound quality is AWFUL.. painfully crap. Its been a downgrade from @Sony sound quality wise
apple,negative,126357580741226496,"@bisquiat @Apple the upgrade just slows down my phone so much, it's stuck half the time. uch. thankfully no other damage. sucks for you :("
apple,negative,126354628999778305,Hey @apple now I have iOS5 my iPhone doesn't include songs that are on compilation albums under the artist's name. #whaddupwitdat
apple,negative,126351972948393984,@NickTheFNicon He can send but not rcve txts so he has an apt @apple at 4pm.Then he exclaims: And I waited a whole YEAR for this phone!!LMAO
apple,negative,126348169826148352,Total chaos at @apple store regent street. Like an Ethiopian feeding station. Can't believe this is same co. that makes all that cool shit.
apple,negative,126343679785959424,"@phxguy88 @Apple @BGR That's why all the ppl who stand in line for hrs to get the \""newest\"" model are suckers..."
apple,negative,126343214805426176,Would it kill @apple to put a braille type bump on their earbuds so we know which bud is R and L in the dark.
apple,negative,126334597431697408,@APPLE Wow @MOTOROLA Just crushed your dreams....
apple,negative,126331327271284736,"Oh, just fuck you, @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR"
apple,negative,126327808803880960,"@apple, \nNo, I won't wait until thursday for an available appointment just so a 'genius' can tell me I'm shit out of luck. #now"
apple,negative,126324573384871936,"@Apple, on the #iPad with #iOS5, why has the Messages Icon been included when it can't be used?"
apple,negative,126324389741473792,@Steelo254 yea! I pre-order through @apple and they sorry too just like #AT&T
apple,negative,126324077513293824,Interesting... @apple now requires you to have a reservation ?         #apple #iphone #4S    :  http://t.co/zZK4fTii
apple,negative,126309616391950336,"@apple, your new \""Save a Version\"" function in Pages is absolutely the most awful, interrupting, counter-intuitive piece of crap in the world"
apple,negative,126307071984545793,I hate my @apple computer.  Thats 3500 dollars down the drain.
apple,negative,126302386644975616,@apple my iPhone is charging very slowly!!!!!
apple,negative,126299379832336384,"@Apple #iOS5 gm on ipad1 is very slow wash better on beta7/8 solve this problem, or give me the ipad2"
apple,negative,126292335540699136,"@Apple iTunes is the worst program ever. For such a great phone, you make some awful software."
apple,negative,126286814578348032,One would think the voice recognition on the @apple tech support line would work a little better.
apple,negative,126283602571964416,"@apple $319 to repair my iPad 2, Apple you've lost me and my $700 a year, Android here I come!"
apple,negative,126281019476291585,"@azee1v1 @apple @umber Proper consolidation, proper syncing, stop losing my PURCHASED items, checkboxes that do what you think they will do."
apple,negative,126280555980529664,@AsimRang @apple @umber the desktop app is wack though
apple,negative,126258214412091392,Frustrated that I bought a new macbook pro from @apple only to find it doesnt ship with media! #expensivepaperweight
apple,negative,126257645282799616,Dear @apple. I had to turn off all those awesome featured you just enabled. Data plan can't handle it. 200 mb of data just because #
apple,negative,126247557339947008,@apple is there a problem with iOS 5 that is preventing audio apps and audio functions from operating properly? I keep losing sound.
apple,negative,126243680129523712,@apple #apple One thing I hater about this #mouse the #buttery finish so fast am not #happy now #macworld @macworld http://t.co/5Uh4a4Vt
apple,negative,126221894126022656,Wtf @apple 64 pages for the new terms & conditions when u update ur apps from the iTunes store. Do u really think we'll read em? Really???
apple,negative,126188946974720000,oh and prolly ganna be late to work bc @apple has screwed me and my phone has my only alarm on it
apple,negative,126167083334643713,Like @apple da fuck is this shit?  http://t.co/nb4DHlSg
apple,negative,126163315499081728,RT @CircusTK: I'm wit chu!! \u201c@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my t ...
apple,negative,126155291288023040,"@apple, why is it every time there is iOS software update my iPad goes dead and I need to totally restore? #fail"
apple,negative,126150581558591488,"@apple the reservation system not working, shows no products avail let alone iphone 4s I had the site open in 3 browsers at 9 PM and nothing"
apple,negative,126132919117938689,RT @ShayDiddy: @CircusTK @ups @apple both of them are bs!!! How do u tell me go between a certain time ONLY and the muh fuh is closed!
apple,negative,126131535211536384,I'm wit chu!! \u201c@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my time!\u201d
apple,negative,126129938247061504,"ugh! @apple, you\u2019re reservation page for the iPhone is NOT working."
apple,negative,126118222746497025,Issues with updating iTunes on my windows pc - they really are not compatible.... Sent more time talking to @Apple care than using it!!
apple,negative,126096173198082048,none of my apps work after the new ios from @apple. what do i do?!?
apple,negative,126089287660863488,@Wisconsin_Mommy @apple that's terrible!  I hope you get an apology!
apple,negative,126088404084588546,@zombiebomber have been on the phone with @verizonwireless and @apple pretty much ever since then. Really annoyed.
apple,negative,126085893353250816,"@chascouponmom @apple I get they are busy w/ the new phone, but I just wanted to buy a stylus. they made me wait forever outside & never"
apple,negative,126084068298334208,"@apple @iphone Please deliver my daughter's i4s, she is driving me nuts #iphone"
apple,negative,126075115686465536,Have never had such poor customer service at @Apple before! What happened? (@ Apple Store w/ 2 others) http://t.co/GKlXMUi6
apple,negative,126069614181486593,@hailfire101 @Irvysan They are... then @apple happened and snatched Siri so they could be douchebags and say 'it's ours!'
apple,negative,126068917012668416,What was @apple thinking making #Siri totally dependent on a network connection? Siri + @ATT = utter frustration.
apple,negative,126063215842037760,Wow the Genius Bar Reservation Line @Apple is ridic right now - ___- I am not amused. #ugh
apple,negative,126050114518261760,An apple update has seemed to render my work machine incapable of opening HDV video. Thanks @Apple. Zero useful productivity today.
apple,negative,126044756320075776,@apple I committed to your cloud storage iDisk and now it's raining :-( so soon no more iDisk.  Any plans for a new service for storage?
apple,negative,126044425964109824,Hey @apple why can't I share a reminder list from my iPhone?\nAlso why can't I login to the iCloud webpage to modify sharing from my phone?
apple,negative,126037831301869568,Apparently fuzzball crashes on #iOS5. Congratulations @apple on another incompatible upgrade
apple,negative,126036793970786304,could @apple lion please integrate vertical spaces in mission control. this horizontal business is making me nauseous
apple,negative,126030936084189184,Dear @apple: Why did all my PDFs and ePub files disappear from ibooks in my iPhone post ios5 upgrade? This hurts. #3GS #needsomethingtoread
apple,negative,126029733325582336,\u201c@CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better.\u201d &lt;&lt; check Settings: 8 times more App usage in iOS 5
apple,negative,126021108641181696,As a huge podcast fan - I really feel like @Apple dropped the ball on this one. http://t.co/wvzPrbCI via @Carrypad
apple,negative,126018120983904256,I don't really like Siri's voice. Perhaps @apple can get Star Wars voices just like @garmin http://t.co/pSUJg9pN
apple,negative,126014999444467712,"I really hate dealing with the brain dead people at the @apple store. For such good products, customer service sucks."
apple,negative,126006966312108032,"Updating to IOS5 with my regular iphone4 just made it slower and messed up.. @apple give me a free 4S and we can call it even, thanks"
apple,negative,126001775626031105,should be studying/ doing work but no I'm hold with @apple HURRY THE FUCK UP! #nopatience
apple,negative,126001635162992640,Ok Hindi keyboard in #iOS5 is something to cheer about.  But @apple  what about  support for 20+ missing Indian languages!? #FAIL
apple,negative,125995264325599233,"\""Waiting for items to copy\"" in Itunes after everything DID copy goes on, and on, and on.  Come on @Apple, what the hell?"
apple,negative,125994965183635456,@Apple unhappy again with service/product quality. Won't buy @Apple again.
apple,negative,125987979784224770,"Been on hold with @apple customer service for 25 minutes. Wow, lt's like they're #timewarnercable."
apple,negative,125987439692099584,anyone else stuck in duped calendar/mail/battery sucking @apple hell? #iCloud and #OSX Lion are a disappointment
apple,negative,125978454146551808,1st impressions  of #iOS5- Disappointed w upgrade restore. Lot of apps & folders missing @apple do  how much time went in2 orging it? #fail
apple,negative,125976113657823232,@PrJusto Don't question the @Apple they will remember your dissent!
apple,negative,125974886006005760,"@apple: Multiple times siri is \""having trouble connecting to the network.\""  Siri needs servers (and some exercise!)"
apple,negative,125974351035117568,RT @JimMcNiel: if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is havin ...
apple,negative,125969932285513728,Ugh. WTF is up with all the bottlenecks @paypal @apple?
apple,negative,125966385259098112,+1  RT @Doug_Newton: @apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!
apple,negative,125965988146585601,@apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!
apple,negative,125965853769478144,if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is having issues?
apple,negative,125964314220830722,any chance @apple will release good headphones that dont blast music outside the ears? #iphone #ipod its quite obnoxious
apple,negative,125963262733991936,"@Apple - #Siri is not working due to \""network problem\""? Seriously? Can you fix this? #iPhone4s #Fail"
apple,negative,125961793926475776,"@electricsoup It has to connect to @Apple to process commands, which it is failing to do right now"
apple,negative,125956505768960000,"Spoke to an @Apple rep on phone & could hear her tv blaring in the bg.  She said, \""I can't actually help u, just direct u back to the web\"
apple,negative,125950557310562305,Ok this @Apple software update for the #iphone is taking waaaaay too long!\n#annoyed
apple,negative,125945821240885248,@Apple would do better to inform customers properly about migrating to #iCloud - many complaints lead to #image damage http://t.co/QL7zmPpO
apple,negative,125943204943114240,@apple does iOS 5 rape your battery life? or am I just using my phone a lot since getting it
apple,negative,125920912171216896,@BrianMincey @apple the chipsets tear through battery life. Coworker has a htc thunderbolt that he gets about 3 hours of life.
apple,negative,125846659182764032,Just searching with my voice on my 2 year old nexus one @apple.
apple,negative,125845538926112768,"@apple, your update server has been timing out for a week. i had to force a restore w/the new #iOS5 software. lost all my stuff. thanks!"
apple,negative,125826259048607744,"Thanks to a 90 minute wait on hold, half an hour actually talking to someone, the @Apple tech decides to send me an email to fix my phone"
apple,negative,125824148579692544,I am very upset about and inconvenienced by this iphone update failed backup. @iphone @apple
apple,negative,125806568389361664,Why book @Apple Genius Bar if after 2.5 hours you still can't be served. Disappointing Apple Store Sydney. #thanksfornothing
apple,negative,125806240138928128,Apparently @Apple genius training doesn't extend to clocks & service. They're half an hour late for my appointment and couldn't let me know?
apple,negative,125731810733867011,Wow. iCloud's mail is down. 1st the iOS 5 upgrade issues and now this. I really hope this isn't @apple without Steve Jobs.
apple,negative,125729727653756928,@apple  why don't you guys test your upgrades before you put them out. 15 1/2 hrs u guys wasted of my time yesterday. Thanks.
apple,negative,125722107710672896,what is going on with all my @Apple products?! First my #iPad freezes (still is frozen) and then my #iPhone won't turn on!!! #techieTroubles
apple,negative,125717447276904448,#iPad in perpetual restore loop after trying to upgrade to #iOS5 :(\n@apple sux without steve
apple,negative,125713100782575616,It took @apple about 7 years just to figure out how to properly syncronize an iPhone.  WOW!  #ios5
apple,negative,125712104253702146,@apple So I went to the 5th Ave store and was told I could wait about 4 hours to get a 4S. Needless to say I'm back at the hotel relaxing.
apple,negative,125710089716899840,Terrible customer service at Los Gatos @Apple! Why do I have to pay $199 for a bad home button on my iPhone?!?
apple,negative,125708348237680640,@Apple thank you for sucking so much. I cannot believe you would sell something online that isn't made
apple,negative,125681125376000000,Iphone 4s siri doesn't work for shit @apple
apple,negative,125679166015283203,"Clarence Thomas must have designed the new OSX lion, tossing decades of workflow standards, @apple bring back \u201csave as\u201d! #autoSaveSucks"
apple,negative,125664507757461504,"RT @JDougyJ: hey @apple do you wanna fix my fucking playlist order, you piece of shit"
apple,negative,125661140939321344,@Apple can suck my dick gotta restore my ipad #annoyed
apple,negative,125656559190683651,"Dear @Apple Contacts, you are terrible. I just cleaned duplicates for 3 hours and they magically reappeared. Fix it."
apple,negative,125654540455378945,"Is it too much to ask which app is incompatible, @apple? http://t.co/yKqip7nk"
apple,negative,125649285667749889,@NoVaTyler @apple Most of mine are gone too! Not recovered after I saved them b4 I upgraded my iPhone! Soooo pissed!
apple,negative,125645811903250432,"hey @apple do you wanna fix my fucking playlist order, you piece of shit"
apple,negative,125643054190305280,Siri is having a hard time remembering who my sister is. contact card needs space for family info. #iPhone4S @apple
apple,negative,125642742977138689,"#ios5 getting sloppy @apple. U need to check your QA team. Too many issues with apps, data and syncing"
apple,negative,125641051531784192,RT @nansen: so this SMS full message is known @apple issue with new iOS5 update. trying restore. When all else #fail - restore.
apple,negative,125639217090011136,So glad that I paid $69 for this @apple care protection plan.  Been on hold for over 20 minutes now.  Great customer service. #NOT
apple,negative,125633065878958080,not happy with @apple right now. the upgrade to my itouch4 took out my itouch and laptop. #help
apple,negative,125626166492147713,@twitter can you look at problem on iPad where it won't open @ messages. It just crashes the app. You too @apple maybe your fault.
apple,negative,125621144148639744,@apple What's the point of iCloud wireless updates when ios5 now forces me to use the computer to charge my ipod touch now? #worstupdateever
apple,negative,125599423131697154,Why is the new @apple iPhone OS duplicating all my iCal events? There's 2 of everything. How do I fix it? (tried turning iCloud off)
apple,negative,125588202286366721,Hey @Apple...I know Steve Jobs died & all but my Twitter for iPad app keeps crashing...Fix it...NOW..please..lol -F.Light
apple,negative,125533730222784512,Life was much easier when @apple and @BlackBerry were just fruits!
apple,negative,125476730067615744,"RT @MikeFerri: If @apple doesn't fix iOS5 this week, I'm buying a droid #emptythreats"
apple,negative,125471372485992448,"If @apple doesn't fix iOS5 this week, I'm buying a droid #emptythreats"
apple,negative,125464229577891840,@apple pls launch #Siri on iphone4 .. Disappointed after spending hours for upgrading to iOS5..
apple,negative,125458395800154112,@apple you can suck it you and your fucking iPhones better be glad it's all I like cause the service Is fucking terrible
apple,negative,125442137302110208,"This is the first time I've been unhappy with any @apple product... Disappointed, and the Internet seems as confused as I am right now."
apple,negative,125441478951575552,"After a week or so with @Apple's #iOS5 I'm considering going back to #jailbroken 4.2 - same features as 5, plus more. Not as stable, though."
apple,negative,125408962215555072,Had issues with #Siri reaching network today. Too many uses or my signal? @apple
apple,negative,125408737296003072,The new iOS5 completely failed at upgrading the phone. Now I'm stuck in this restore loop. Thanks @apple for wasting my day. Can i undo?
apple,negative,125371779039502336,Only thing #iOS.5 has done is deleted my tiger woods game and made impossible to retrieve. Thanks @Apple!
apple,negative,125369698840887297,Damn you @apple for breaking wififofum! It continued to work in ios 4. Was one of my most used apps. Damn Apple's overbearing policies!
apple,negative,125365814579826688,"Dear @Apple,Congratulations, I am suing my insurance company and you just managed to make it to the top of my shit list. #Ineedthosepictures"
apple,negative,125365581170999296,Dear @Apple: You must let me turn off iCloud to save bandwidth and NOT delete EVERY document on my iPad. That's BULLSHIT!
apple,negative,125355869859876864,"RT @JoelBurns: Dear @Apple, it's me again. Thank for beautiful new iOS features. But I miss some of the old ones. Lk making calls & texts\n&gt;("
apple,negative,125341902739484672,"RT @leiboaz: Wow, worst @apple customer service experience ever. Arrogant and inept. Bad combo, Biltmore Apple store."
